UKPRN,providerName,Region,subject,sex,yearsAfterGraduation,grads,unmatched,matched,activityNotCaptured,noSustDest,sustEmpOnly,sustEmp,sustEmpFSorBoth,earningsInclude,lowerAnnEarn,medianAnnEarn,upperAnnEarn,POLARGrpOne,POLARGrpOneIncluded,prAttBand,prAttIncluded
10004063,London School of Economics and Political Science,London,Historical & philosophical studies,Male,5,40,0,40,x,x,x,x,68.3,20,28000,46100,75700,x,x,1,87.8
10007771,London School of Hygiene and Tropical Medicine,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004113,Loughborough University,East Midlands,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004180,The Manchester Metropolitan University,North West,Historical & philosophical studies,Male,5,130,0.8,130,10.5,9,x,x,80.5,80,14600,20300,23500,16.6,82.4,2,73.4
10007798,The University of Manchester,North West,Historical & philosophical studies,Male,5,200,1.5,195,11.4,5.5,71.5,79.9,83.1,130,17700,25900,34200,5.5,87.7,1,80.5
10004351,Middlesex University,London,Historical & philosophical studies,Male,5,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007799,University of Newcastle-upon-Tyne,North East,Historical & philosophical studies,Male,5,160,2.5,155,15.5,9.1,67.3,71.8,75.4,95,20200,26800,40200,5.7,91.6,1,83.5
10007832,Newman University,West Midlands,Historical & philosophical studies,Male,5,15,0,15,x,x,x,x,92.2,15,18900,23500,27200,x,x,2,47.1
10007138,The University of Northampton,East Midlands,Historical & philosophical studies,Male,5,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10001282,University of Northumbria at Newcastle,North East,Historical & philosophical studies,Male,5,40,0,40,x,x,x,x,72.3,30,18500,22100,30200,14.9,89.2,2,75.9
10004775,Norwich University of the Arts,East,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007154,University of Nottingham,East Midlands,Historical & philosophical studies,Male,5,255,0.8,255,11.1,9.4,70.5,77.2,79.6,165,23300,29600,38600,4.1,95.7,1,90.6
10004797,The Nottingham Trent University,East Midlands,Historical & philosophical studies,Male,5,30,0,30,x,x,x,x,93.1,20,19300,22500,30800,19.2,89.7,2,86.2
10007773,The Open University in England16,South East,Historical & philosophical studies,Male,5,335,2.7,325,16.5,6,61.5,73.7,77.5,175,14900,26600,38600,x,x,x,x
10004930,Oxford Brookes University,South East,Historical & philosophical studies,Male,5,65,4.7,60,13.9,11.1,x,x,75,35,19900,24500,32900,x,x,2,79.1
10007774,The University of Oxford,South East,Historical & philosophical studies,Male,5,285,2.3,280,12.2,6.6,64.1,73.2,81.1,155,31600,42300,62400,2.6,89.6,1,81.9
10005127,Plymouth College of Art,South West,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007801,University of Plymouth,South West,Historical & philosophical studies,Male,5,45,0.7,45,x,x,x,x,80.4,30,19800,21500,26200,18.2,79.7,2,71.7
10007155,The University of Portsmouth,South East,Historical & philosophical studies,Male,5,35,0,35,x,x,x,x,82.2,25,22200,27200,31500,x,x,2,84.9
10007775,Queen Mary University of London,London,Historical & philosophical studies,Male,5,45,0,45,18.7,9.9,x,x,71.4,25,23200,27500,36800,x,x,1,81.3
10005389,Ravensbourne,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007802,The University of Reading,South East,Historical & philosophical studies,Male,5,145,1.1,140,9.2,12.4,x,x,78.4,85,18800,24100,33300,8.7,85.8,2,79.8
10007776,Roehampton University,London,Historical & philosophical studies,Male,5,35,0,35,x,x,x,x,73,25,14600,19500,24900,x,x,3,66.2
10005523,Rose Bruford College,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007835,Royal Academy of Music,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005545,Royal Agricultural University,South West,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007777,Royal College of Art,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007778,Royal College of Music,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007816,The Royal Central School of Speech and Drama,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005553,Royal Holloway and Bedford New College,South East,Historical & philosophical studies,Male,5,75,1.3,75,12,6.7,x,x,81.3,45,16600,26100,32700,x,x,1,84
10007837,Royal Northern College of Music,North West,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007779,The Royal Veterinary College,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007782,St George's Hospital Medical School,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007843,St Mary's University Twickenham,London,Historical & philosophical studies,Male,5,15,7,15,x,x,x,x,73.6,x,x,x,x,x,x,2,88.7
10007156,The University of Salford,North West,Historical & philosophical studies,Male,5,35,x,x,x,x,x,x,x,30,16200,24500,30100,x,x,x,x
10007780,The School of Oriental and African Studies,London,Historical & philosophical studies,Male,5,40,0,40,25.3,12,x,x,62.7,15,12400,20400,26500,x,x,1,66.7
10005790,Sheffield Hallam University,Yorkshire and the Humber,Historical & philosophical studies,Male,5,65,0,65,x,x,x,x,79.2,45,15100,19200,24900,19.8,93.5,2,86.3
10007157,The University of Sheffield,Yorkshire and the Humber,Historical & philosophical studies,Male,5,160,0,160,11.9,7.6,65.6,77.3,80.5,100,19300,24100,31400,4.7,93.3,1,86.6
10006022,Southampton Solent University,South East,Historical & philosophical studies,Male,5,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007158,The University of Southampton,South East,Historical & philosophical studies,Male,5,140,0,140,x,x,69,74,78.7,90,23900,30500,39700,5.4,92.8,1,85.6
10006299,Staffordshire University,West Midlands,Historical & philosophical studies,Male,5,20,0,20,x,x,x,x,94.7,15,12400,17700,22000,x,x,2,73.7
10037449,University of St Mark and St John,South West,Historical & philosophical studies,Male,5,15,0,15,x,x,x,x,82.9,x,x,x,x,x,x,2,39
10014001,University Campus Suffolk,East,Historical & philosophical studies,Male,5,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007159,The University of Sunderland,North East,Historical & philosophical studies,Male,5,20,0,20,x,x,x,x,83,10,14800,16700,21300,x,x,2,73.6
10007160,The University of Surrey,South East,Historical & philosophical studies,Male,5,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007806,The University of Sussex,South East,Historical & philosophical studies,Male,5,95,0.5,95,15.5,9.6,x,x,74.9,50,18300,25100,30000,x,x,1,80.7
10007161,Teesside University,North East,Historical & philosophical studies,Male,5,20,0,20,x,x,x,x,89.7,10,17700,19700,28100,x,x,2,48.7
10008017,Trinity Laban Conservatoire of Music and Dance,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007784,University College London,London,Historical & philosophical studies,Male,5,100,4.1,95,11.1,7.9,x,x,81,55,26800,38600,50300,x,x,1,82
10007163,The University of Warwick,West Midlands,Historical & philosophical studies,Male,5,110,0.9,110,11.5,4.2,69.3,78.8,84.3,70,25300,35200,56200,x,x,1,89.4
10007164,University of the West of England Bristol,South West,Historical & philosophical studies,Male,5,60,1.7,60,x,x,x,x,77.2,40,16800,24400,27900,x,x,2,75.2
10006566,The University of West London,London,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007165,The University of Westminster,London,Historical & philosophical studies,Male,5,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10003614,The University of Winchester,South East,Historical & philosophical studies,Male,5,60,0,60,13.9,12.2,x,x,73.9,35,20000,24600,28400,8.3,83.5,2,81.7
10007166,The University of Wolverhampton,West Midlands,Historical & philosophical studies,Male,5,55,0,55,x,x,x,x,68.5,35,16400,20900,26600,x,x,3,64.9
10007139,University of Worcester,West Midlands,Historical & philosophical studies,Male,5,15,0,15,x,x,x,x,74,x,x,x,x,x,x,2,40.3
10007657,Writtle College,East,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007713,York St John University,Yorkshire and the Humber,Historical & philosophical studies,Male,5,30,0,30,x,x,x,x,82.8,15,13700,15500,18200,x,x,3,65.5
10007167,The University of York,Yorkshire and the Humber,Historical & philosophical studies,Male,5,165,0.3,165,10.3,7.5,70,78,82.2,110,19200,27400,39900,x,x,1,83
10007856,Aberystwyth University,Wales,Historical & philosophical studies,Male,5,70,2.8,70,x,x,x,x,79.5,45,15300,21900,25100,7.2,90.6,.,.
10007857,Bangor University,Wales,Historical & philosophical studies,Male,5,50,8.4,45,9.2,11.5,x,x,79.3,25,16900,21900,26800,14.9,77,.,.
10007814,Cardiff University,Wales,Historical & philosophical studies,Male,5,110,2.8,105,x,x,70.3,79.7,84,70,19100,25700,33600,x,x,.,.
10007854,Cardiff Metropolitan University,Wales,Historical & philosophical studies,Male,5,5,x,x,x,x,x,x,x,x,x,x,x,x,x,..,..
10007833,Glynd?r University,Wales,Historical & philosophical studies,Male,5,0,x,x,x,x,x,x,x,x,x,x,x,x,x,..,..
10007855,Swansea University,Wales,Historical & philosophical studies,Male,5,125,2.4,120,7,10.7,58.7,76.5,82.3,70,17000,23500,30600,3.8,87.6,.,.
10007858,University of Wales Trinity Saint David,Wales,Historical & philosophical studies,Male,5,50,2,50,17.5,7.2,x,x,75.2,30,16800,20800,23700,15.7,59.1,.,.
10007793,University of South Wales,Wales,Historical & philosophical studies,Male,5,30,14.1,25,x,x,x,x,81.5,15,14600,20200,23900,x,x,.,.
10008574,University of Wales (central functions),Wales,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007783,The University of Aberdeen,Scotland,Historical & philosophical studies,Male,5,90,2.8,85,16.3,5.8,x,x,77.9,55,15000,20700,26000,..,..,.,.
10007849,University of Abertay Dundee,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007852,The University of Dundee,Scotland,Historical & philosophical studies,Male,5,35,2.8,35,x,x,x,x,67,20,16000,19900,25400,..,..,.,.
10007772,Edinburgh Napier University,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007790,The University of Edinburgh,Scotland,Historical & philosophical studies,Male,5,190,2.6,185,11.8,5.7,66.6,76.6,82.5,105,22600,29400,36500,..,..,.,.
10007762,Glasgow Caledonian University,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002681,Glasgow School of Art,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007794,The University of Glasgow,Scotland,Historical & philosophical studies,Male,5,135,1.8,135,14.1,10.5,50.9,70.9,75.4,65,16700,22200,27900,..,..,.,.
10007764,Heriot-Watt University,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005337,Queen Margaret University Edinburgh,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005500,The Robert Gordon University,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005561,Royal Conservatoire of Scotland,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007803,The University of St Andrews,Scotland,Historical & philosophical studies,Male,5,80,1.2,80,x,x,x,x,79.6,45,21100,29000,43400,..,..,.,.
10005700,SRUC,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007804,The University of Stirling,Scotland,Historical & philosophical studies,Male,5,55,0.4,55,x,x,x,x,76.3,30,16100,21500,27500,..,..,.,.
10007805,The University of Strathclyde,Scotland,Historical & philosophical studies,Male,5,30,0,30,16.9,11.9,x,x,71.2,15,15300,22300,24900,..,..,.,.
10007114,University of the Highlands and Islands,Scotland,Historical & philosophical studies,Male,5,10,0,10,x,x,x,x,81.8,x,x,x,x,..,..,.,.
10007800,The University of the West of Scotland,Scotland,Historical & philosophical studies,Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000291,Anglia Ruskin University,East,Languages (excluding English studies),Male,5,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007759,Aston University,West Midlands,Languages (excluding English studies),Male,5,25,3.9,25,x,x,x,x,73.1,15,22500,27200,40600,x,x,2,89.9
10000571,Bath Spa University,South West,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007850,The University of Bath,South West,Languages (excluding English studies),Male,5,35,0,35,21.8,8.7,x,x,69.4,20,25300,32100,38200,x,x,1,88.3
10007152,University of Bedfordshire,East,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007760,Birkbeck College,London,Languages (excluding English studies),Male,5,20,15,15,x,x,x,x,82.4,x,x,x,x,x,x,.,.
10007140,Birmingham City University,West Midlands,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006840,The University of Birmingham,West Midlands,Languages (excluding English studies),Male,5,70,2.2,65,19.1,9,x,x,71.9,35,21200,31100,36800,4.9,92.5,1,82.2
10000712,University College Birmingham,West Midlands,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007811,Bishop Grosseteste University,East Midlands,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006841,The University of Bolton,North West,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000385,The Arts University Bournemouth,South West,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000824,Bournemouth University,South West,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007785,The University of Bradford,Yorkshire and the Humber,Languages (excluding English studies),Male,5,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10000886,The University of Brighton,South East,Languages (excluding English studies),Male,5,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007786,The University of Bristol,South West,Languages (excluding English studies),Male,5,75,1.3,75,15.7,6.8,x,x,77.4,45,28800,35600,62000,x,x,1,93.4
10000961,Brunel University London,London,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000975,Buckinghamshire New University,South East,Languages (excluding English studies),Male,5,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007787,The University of Buckingham,South East,Languages (excluding English studies),Male,5,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007788,The University of Cambridge,East,Languages (excluding English studies),Male,5,90,1.1,90,18.2,5.7,62.5,72.7,76.1,50,33800,43700,59900,3.6,94.3,1,81.8
10003324,The Institute of Cancer Research,London,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001143,Canterbury Christ Church University,South East,Languages (excluding English studies),Male,5,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007141,The University of Central Lancashire,North West,Languages (excluding English studies),Male,5,15,7.1,15,x,x,x,x,64.5,x,x,x,x,x,x,2,48.1
10007848,University of Chester,North West,Languages (excluding English studies),Male,5,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007137,The University of Chichester,South East,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001478,The City University,London,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001653,Conservatoire for Dance and Drama,London,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007761,Courtauld Institute of Art,London,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001726,Coventry University,West Midlands,Languages (excluding English studies),Male,5,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007822,Cranfield University,East,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006427,University for the Creative Arts,South East,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007842,University of Cumbria,North West,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001883,De Montfort University,East Midlands,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007851,University of Derby,East Midlands,Languages (excluding English studies),Male,5,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007143,University of Durham,North East,Languages (excluding English studies),Male,5,85,2.3,85,18.4,4.5,x,x,77.1,55,25800,36900,51300,4.9,96.9,1,85.6
10007789,The University of East Anglia,East,Languages (excluding English studies),Male,5,30,0,30,x,x,x,x,82.7,20,19200,25000,30400,x,x,1,90.2
10007144,The University of East London,London,Languages (excluding English studies),Male,5,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007823,Edge Hill University,North West,Languages (excluding English studies),Male,5,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007791,The University of Essex,East,Languages (excluding English studies),Male,5,15,0,15,x,x,x,x,82.7,x,x,x,x,19.6,88.5,2,69.2
10007792,The University of Exeter,South West,Languages (excluding English studies),Male,5,50,0,50,x,x,x,x,65.3,25,26300,28900,42600,8.3,88.4,1,73.7
10008640,Falmouth University,South West,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004511,The National Film and Television School,South East,Languages (excluding English studies),Male,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
